record_id,vote,confidence,logistic,svm,rf
REC_2578,0,0.0217,0,0,0
REC_2579,0,0.0441,0,0,0
REC_2580,0,0.3366,1,0,0
REC_2581,0,0.0352,0,0,0
REC_2582,0,0.0287,0,0,0
REC_2583,0,0.1041,0,0,0
REC_2584,0,0.0139,0,0,0
REC_2585,0,0.0544,0,0,0
REC_2586,0,0.3095,1,0,0
REC_2587,0,0.1708,0,0,0
REC_2588,0,0.0060,0,0,0
REC_2589,0,0.0370,0,0,0
REC_2590,0,0.0324,0,0,0
REC_2591,0,0.0044,0,0,0
REC_2592,0,0.0066,0,0,0
REC_2593,0,0.0087,0,0,0
REC_2594,0,0.0037,0,0,0
REC_2595,0,0.0032,0,0,0
REC_2596,0,0.0067,0,0,0
REC_2597,0,0.0211,0,0,0
REC_2598,0,0.0017,0,0,0
REC_2599,0,0.0433,0,0,0
REC_2600,0,0.0208,0,0,0
REC_2601,0,0.0164,0,0,0
REC_2602,0,0.0094,0,0,0
REC_2603,0,0.0375,0,0,0
REC_2604,0,0.3762,1,0,0
REC_2605,0,0.0464,0,0,0
REC_2606,0,0.0588,0,0,0
REC_2607,0,0.0035,0,0,0
REC_2608,0,0.1087,0,0,0
REC_2609,0,0.0222,0,0,0
REC_2610,0,0.0614,0,0,0
REC_2611,0,0.0366,0,0,0
REC_2612,0,0.0201,0,0,0
REC_2613,0,0.3806,0,1,0
REC_2614,0,0.0370,0,0,0
REC_2615,1,0.7413,1,1,0
REC_2616,0,0.0144,0,0,0
REC_2617,0,0.0266,0,0,0
REC_2618,0,0.0121,0,0,0
REC_2619,0,0.0341,0,0,0
REC_2620,0,0.0352,0,0,0
REC_2621,0,0.0233,0,0,0
REC_2622,0,0.0480,0,0,0
REC_2623,0,0.0344,0,0,0
REC_2624,0,0.0023,0,0,0
REC_2625,0,0.0081,0,0,0
REC_2626,0,0.0045,0,0,0
REC_2627,0,0.0381,0,0,0
REC_2628,0,0.2339,0,0,0
REC_2629,0,0.0438,0,0,0
REC_2630,0,0.0268,0,0,0
REC_2631,0,0.0102,0,0,0
REC_2632,0,0.0582,0,0,0
REC_2633,0,0.0401,0,0,0
REC_2634,0,0.1581,0,0,0
REC_2635,0,0.0525,0,0,0
REC_2636,0,0.0218,0,0,0
REC_2637,0,0.0177,0,0,0
REC_2638,0,0.0638,0,0,0
REC_2639,0,0.0812,0,0,0
REC_2640,0,0.0295,0,0,0
REC_2641,0,0.0295,0,0,0
REC_2642,0,0.0295,0,0,0
REC_2643,1,0.7622,1,1,1
REC_2644,0,0.3772,0,1,0
REC_2645,0,0.0311,0,0,0
REC_2646,0,0.0384,0,0,0
REC_2647,0,0.1290,0,0,0
REC_2648,0,0.0195,0,0,0
REC_2649,0,0.0186,0,0,0
REC_2650,0,0.0527,0,0,0
REC_2651,0,0.0623,0,0,0
REC_2652,0,0.0099,0,0,0
REC_2653,0,0.0594,0,0,0
REC_2654,0,0.0234,0,0,0
REC_2655,0,0.0094,0,0,0
REC_2656,0,0.0429,0,0,0
REC_2657,0,0.0081,0,0,0
REC_2658,0,0.0089,0,0,0
REC_2659,0,0.0271,0,0,0
REC_2660,0,0.0322,0,0,0
REC_2661,0,0.0668,0,0,0
REC_2662,0,0.0171,0,0,0
REC_2663,0,0.0228,0,0,0
REC_2664,0,0.0327,0,0,0
REC_2665,0,0.0363,0,0,0
REC_2666,0,0.0269,0,0,0
REC_2667,0,0.0240,0,0,0
REC_2668,0,0.0278,0,0,0
REC_2669,0,0.0265,0,0,0
REC_2670,0,0.0043,0,0,0
REC_2671,0,0.0278,0,0,0
REC_2672,0,0.0132,0,0,0
REC_2673,0,0.0650,0,0,0
REC_2674,0,0.0296,0,0,0
REC_2675,0,0.0411,0,0,0
REC_2676,0,0.0051,0,0,0
REC_2677,0,0.0090,0,0,0
REC_2678,0,0.0272,0,0,0
REC_2679,0,0.0770,0,0,0
REC_2680,0,0.0752,0,0,0
REC_2681,0,0.0051,0,0,0
REC_2682,0,0.0616,0,0,0
REC_2683,0,0.0316,0,0,0
REC_2684,0,0.0102,0,0,0
REC_2685,0,0.0566,0,0,0
REC_2686,0,0.1052,0,0,0
REC_2687,0,0.0223,0,0,0
REC_2688,0,0.3477,1,0,0
REC_2689,0,0.3884,0,1,0
REC_2690,0,0.0367,0,0,0
REC_2691,0,0.2429,0,0,0
REC_2692,0,0.0195,0,0,0
REC_2693,0,0.0644,0,0,0
REC_2694,0,0.0776,0,0,0
REC_2695,0,0.0888,0,0,0
REC_2696,0,0.0268,0,0,0
REC_2697,0,0.0613,0,0,0
REC_2698,0,0.0816,0,0,0
REC_2699,0,0.0330,0,0,0
REC_2700,0,0.0038,0,0,0
REC_2701,0,0.0382,0,0,0
REC_2702,0,0.0039,0,0,0
REC_2703,0,0.0117,0,0,0
REC_2704,0,0.0195,0,0,0
REC_2705,0,0.2932,0,0,0
REC_2706,0,0.0225,0,0,0
REC_2707,0,0.0995,0,0,0
REC_2708,1,0.6360,1,1,0
REC_2709,0,0.0112,0,0,0
REC_2710,0,0.0748,0,0,0
REC_2711,0,0.0100,0,0,0
REC_2712,0,0.0419,0,0,0
REC_2713,0,0.0149,0,0,0
REC_2714,0,0.0126,0,0,0
REC_2715,0,0.0489,0,0,0
REC_2716,0,0.0590,0,0,0
REC_2717,0,0.0100,0,0,0
REC_2718,0,0.0154,0,0,0
REC_2719,0,0.0465,0,0,0
REC_2720,0,0.0301,0,0,0
REC_2721,0,0.0311,0,0,0
REC_2722,0,0.0710,0,0,0
REC_2723,0,0.0159,0,0,0
REC_2724,0,0.0495,0,0,0
REC_2725,1,0.5330,1,1,0
REC_2726,0,0.0535,0,0,0
REC_2727,0,0.0144,0,0,0
REC_2728,0,0.0144,0,0,0
REC_2729,0,0.0144,0,0,0
REC_2730,0,0.0144,0,0,0
REC_2731,0,0.0428,0,0,0
REC_2732,0,0.0119,0,0,0
REC_2733,0,0.0347,0,0,0
REC_2734,0,0.0285,0,0,0
REC_2735,0,0.0037,0,0,0
REC_2736,0,0.0342,0,0,0
REC_2737,0,0.0191,0,0,0
REC_2738,0,0.1279,0,0,0
REC_2739,0,0.0488,0,0,0
REC_2740,0,0.0038,0,0,0
REC_2741,0,0.0291,0,0,0
REC_2742,0,0.0606,0,0,0
REC_2743,0,0.0478,0,0,0
REC_2744,0,0.0363,0,0,0
REC_2745,0,0.0357,0,0,0
REC_2746,0,0.0326,0,0,0
REC_2747,0,0.0218,0,0,0
REC_2748,0,0.0026,0,0,0
REC_2749,0,0.0170,0,0,0
REC_2750,0,0.0399,0,0,0
REC_2751,0,0.0591,0,0,0
REC_2752,0,0.0060,0,0,0
REC_2753,0,0.2042,1,0,0
REC_2754,0,0.0189,0,0,0
REC_2755,1,0.7443,1,1,0
REC_2756,0,0.0760,0,0,0
REC_2757,0,0.0010,0,0,0
REC_2758,0,0.0037,0,0,0
REC_2759,0,0.0565,0,0,0
REC_2760,0,0.0161,0,0,0
REC_2761,0,0.0006,0,0,0
REC_2762,0,0.0439,0,0,0
REC_2763,0,0.0747,0,0,0
REC_2764,0,0.0588,0,0,0
REC_2765,0,0.0159,0,0,0
REC_2766,0,0.0657,0,0,0
REC_2767,0,0.0223,0,0,0
REC_2768,0,0.0359,0,0,0
REC_2769,0,0.0414,0,0,0
REC_2770,0,0.0006,0,0,0
REC_2771,0,0.0515,0,0,0
REC_2772,0,0.0805,0,0,0
REC_2773,0,0.0465,0,0,0
REC_2774,0,0.0202,0,0,0
REC_2775,0,0.0186,0,0,0
REC_2776,0,0.0282,0,0,0
REC_2777,0,0.0038,0,0,0
REC_2778,0,0.0136,0,0,0
REC_2779,0,0.0132,0,0,0
REC_2780,0,0.0648,0,0,0
REC_2781,0,0.0879,0,0,0
REC_2782,0,0.0545,0,0,0
REC_2783,0,0.1246,0,0,0
REC_2784,0,0.0334,0,0,0
REC_2785,0,0.0593,0,0,0
REC_2786,0,0.0593,0,0,0
REC_2787,0,0.0029,0,0,0
REC_2788,0,0.1541,0,0,0
REC_2789,0,0.0266,0,0,0
REC_2790,0,0.0297,0,0,0
REC_2791,0,0.3385,1,0,0
REC_2792,0,0.0056,0,0,0
REC_2793,0,0.1023,0,0,0
REC_2794,0,0.0061,0,0,0
REC_2795,0,0.0904,0,0,0
REC_2796,0,0.0413,0,0,0
REC_2797,0,0.0425,0,0,0
REC_2798,0,0.0619,0,0,0
REC_2799,0,0.0961,0,0,0
REC_2800,0,0.1051,0,0,0
REC_2801,0,0.0346,0,0,0
REC_2802,0,0.3366,1,0,0
REC_2803,0,0.0151,0,0,0
REC_2804,0,0.0167,0,0,0
REC_2805,0,0.0409,0,0,0
REC_2806,0,0.0651,0,0,0
REC_2807,0,0.0731,0,0,0
REC_2808,0,0.0386,0,0,0
REC_2809,0,0.0992,0,0,0
REC_2810,0,0.1349,0,0,0
REC_2811,0,0.0241,0,0,0
REC_2812,0,0.0218,0,0,0
REC_2813,0,0.0218,0,0,0
REC_2814,0,0.0218,0,0,0
REC_2815,0,0.0412,0,0,0
REC_2816,0,0.0191,0,0,0
REC_2817,0,0.0679,0,0,0
REC_2818,0,0.0396,0,0,0
REC_2819,0,0.0056,0,0,0
REC_2820,0,0.0279,0,0,0
REC_2821,0,0.0422,0,0,0
REC_2822,0,0.0115,0,0,0
REC_2823,0,0.0538,0,0,0
REC_2824,0,0.0369,0,0,0
REC_2825,0,0.0063,0,0,0
REC_2826,0,0.0321,0,0,0
REC_2827,0,0.0678,0,0,0
REC_2828,0,0.0178,0,0,0
REC_2829,1,0.6284,1,1,0
REC_2830,0,0.0303,0,0,0
REC_2831,0,0.0205,0,0,0
REC_2832,0,0.0301,0,0,0
REC_2833,0,0.0134,0,0,0
REC_2834,0,0.0576,0,0,0
REC_2835,0,0.0085,0,0,0
REC_2836,0,0.2127,1,0,0
REC_2837,0,0.0334,0,0,0
REC_2838,1,0.6820,1,1,0
REC_2839,0,0.1089,0,0,0
REC_2840,0,0.0477,0,0,0
REC_2841,0,0.1382,0,0,0
REC_2842,0,0.0166,0,0,0
REC_2843,0,0.0075,0,0,0
REC_2844,0,0.0326,0,0,0
REC_2845,0,0.0712,0,0,0
REC_2846,0,0.0279,0,0,0
REC_2847,0,0.0143,0,0,0
REC_2848,0,0.0256,0,0,0
REC_2849,0,0.0493,0,0,0
REC_2850,0,0.0365,0,0,0
REC_2851,0,0.0357,0,0,0
REC_2852,0,0.0268,0,0,0
REC_2853,0,0.0235,0,0,0
REC_2854,0,0.0017,0,0,0
REC_2855,0,0.0090,0,0,0
REC_2856,1,0.8362,1,1,1
REC_2857,0,0.0855,0,0,0
REC_2858,0,0.0331,0,0,0
REC_2859,0,0.0192,0,0,0
REC_2860,0,0.0707,0,0,0
REC_2861,0,0.0121,0,0,0
REC_2862,0,0.0531,0,0,0
REC_2863,0,0.0235,0,0,0
REC_2864,0,0.0270,0,0,0
REC_2865,0,0.0150,0,0,0
REC_2866,0,0.0786,0,0,0
REC_2867,0,0.0158,0,0,0
REC_2868,0,0.0225,0,0,0
REC_2869,0,0.0192,0,0,0
REC_2870,0,0.0336,0,0,0
REC_2871,0,0.0308,0,0,0
REC_2872,0,0.0328,0,0,0
REC_2873,0,0.0095,0,0,0
REC_2874,0,0.0258,0,0,0
REC_2875,0,0.0074,0,0,0
REC_2876,0,0.0434,0,0,0
REC_2877,0,0.0613,0,0,0
REC_2878,0,0.0623,0,0,0
REC_2879,0,0.4814,1,0,0
REC_2880,0,0.0318,0,0,0
REC_2881,0,0.0257,0,0,0
REC_2882,0,0.0550,0,0,0
REC_2883,0,0.1181,0,0,0
REC_2884,0,0.4288,0,1,0
REC_2885,0,0.0561,0,0,0
REC_2886,0,0.0295,0,0,0
REC_2887,0,0.0291,0,0,0
REC_2888,0,0.0310,0,0,0
REC_2889,0,0.0136,0,0,0
REC_2890,0,0.0161,0,0,0
REC_2891,0,0.0289,0,0,0
REC_2892,0,0.0382,0,0,0
REC_2893,0,0.0773,0,0,0
REC_2894,0,0.1624,0,0,0
REC_2895,0,0.0059,0,0,0
REC_2896,0,0.0204,0,0,0
REC_2897,0,0.0622,0,0,0
REC_2898,0,0.0149,0,0,0
REC_2899,0,0.0295,0,0,0
REC_2900,0,0.0217,0,0,0
REC_2901,0,0.0106,0,0,0
REC_2902,0,0.0715,0,0,0
REC_2903,0,0.0208,0,0,0
REC_2904,0,0.0407,0,0,0
REC_2905,0,0.1999,0,0,0
REC_2906,0,0.0189,0,0,0
REC_2907,0,0.0330,0,0,0
REC_2908,0,0.0885,0,0,0
REC_2909,0,0.0431,0,0,0
REC_2910,0,0.1592,0,0,0
REC_2911,0,0.0462,0,0,0
REC_2912,0,0.0429,0,0,0
REC_2913,0,0.0259,0,0,0
REC_2914,0,0.0590,0,0,0
REC_2915,0,0.0267,0,0,0
REC_2916,0,0.0365,0,0,0
REC_2917,1,0.7832,1,1,0
REC_2918,1,0.6002,1,1,0
REC_2919,0,0.0401,0,0,0
REC_2920,0,0.0568,0,0,0
REC_2921,0,0.0491,0,0,0
REC_2922,0,0.0013,0,0,0
REC_2923,0,0.0017,0,0,0
REC_2924,0,0.0330,0,0,0
REC_2925,0,0.0700,0,0,0
REC_2926,0,0.0250,0,0,0
REC_2927,0,0.2299,1,0,0
REC_2928,0,0.0171,0,0,0
REC_2929,0,0.0048,0,0,0
REC_2930,0,0.0279,0,0,0
REC_2931,0,0.0122,0,0,0
REC_2932,0,0.0917,0,0,0
REC_2933,0,0.0258,0,0,0
REC_2934,0,0.0846,0,0,0
REC_2935,0,0.0053,0,0,0
REC_2936,0,0.0320,0,0,0
REC_2937,0,0.0600,0,0,0
REC_2938,0,0.0588,0,0,0
REC_2939,0,0.0140,0,0,0
REC_2940,0,0.0187,0,0,0
REC_2941,0,0.0273,0,0,0
REC_2942,0,0.3749,1,0,0
REC_2943,0,0.1982,0,0,0
REC_2944,0,0.0023,0,0,0
REC_2945,0,0.0322,0,0,0
REC_2946,0,0.0335,0,0,0
REC_2947,0,0.0016,0,0,0
REC_2948,0,0.1490,0,0,0
REC_2949,0,0.0236,0,0,0
REC_2950,0,0.0045,0,0,0
REC_2951,0,0.0376,0,0,0
REC_2952,0,0.1454,0,0,0
REC_2953,0,0.0376,0,0,0
REC_2954,0,0.0077,0,0,0
REC_2955,0,0.0214,0,0,0
REC_2956,0,0.0518,0,0,0
REC_2957,0,0.3725,1,0,0
REC_2958,0,0.0403,0,0,0
REC_2959,0,0.0463,0,0,0
REC_2960,0,0.0370,0,0,0
REC_2961,0,0.0010,0,0,0
REC_2962,0,0.0192,0,0,0
REC_2963,0,0.2055,0,0,0
REC_2964,0,0.0718,0,0,0
REC_2965,0,0.0641,0,0,0
REC_2966,0,0.0619,0,0,0
REC_2967,0,0.2205,0,0,0
REC_2968,0,0.1452,0,0,0
REC_2969,0,0.0545,0,0,0
REC_2970,0,0.0397,0,0,0
REC_2971,0,0.0184,0,0,0
REC_2972,0,0.0293,0,0,0
REC_2973,0,0.0053,0,0,0
REC_2974,0,0.0395,0,0,0
REC_2975,0,0.0369,0,0,0
REC_2976,0,0.0228,0,0,0
REC_2977,1,0.6294,1,1,0
REC_2978,0,0.0420,0,0,0
REC_2979,0,0.0414,0,0,0
REC_2980,0,0.1926,0,0,0
REC_2981,0,0.0261,0,0,0
REC_2982,0,0.0286,0,0,0
REC_2983,0,0.0812,0,0,0
REC_2984,0,0.0024,0,0,0
REC_2985,0,0.0096,0,0,0
REC_2986,0,0.0268,0,0,0
REC_2987,0,0.0627,0,0,0
REC_2988,0,0.0044,0,0,0
REC_2989,0,0.3375,1,0,0
REC_2990,0,0.0192,0,0,0
REC_2991,0,0.0332,0,0,0
REC_2992,0,0.0091,0,0,0
REC_2993,0,0.0224,0,0,0
REC_2994,0,0.2104,0,0,0
REC_2995,0,0.0485,0,0,0
REC_2996,0,0.0368,0,0,0
REC_2997,0,0.0156,0,0,0
REC_2998,0,0.0793,0,0,0
REC_2999,0,0.0492,0,0,0
REC_3000,0,0.0252,0,0,0
REC_3001,0,0.0959,0,0,0
REC_3002,0,0.0375,0,0,0
REC_3003,0,0.1915,0,0,0
REC_3004,0,0.0749,0,0,0
REC_3005,0,0.3366,1,0,0
REC_3006,0,0.0274,0,0,0
REC_3007,0,0.0250,0,0,0
REC_3008,0,0.0055,0,0,0
REC_3009,0,0.0314,0,0,0
REC_3010,0,0.0184,0,0,0
REC_3011,0,0.0375,0,0,0
REC_3012,0,0.0162,0,0,0
REC_3013,0,0.0878,0,0,0
REC_3014,0,0.0214,0,0,0
REC_3015,0,0.0191,0,0,0
REC_3016,0,0.0113,0,0,0
REC_3017,0,0.0447,0,0,0
REC_3018,1,0.7950,1,1,1
REC_3019,0,0.0268,0,0,0
REC_3020,0,0.0268,0,0,0
REC_3021,0,0.0297,0,0,0
REC_3022,0,0.0290,0,0,0
REC_3023,0,0.0210,0,0,0
REC_3024,0,0.1208,0,0,0
REC_3025,0,0.0239,0,0,0
REC_3026,0,0.0242,0,0,0
REC_3027,0,0.0709,0,0,0
REC_3028,0,0.0178,0,0,0
REC_3029,0,0.0589,0,0,0
REC_3030,0,0.0657,0,0,0
REC_3031,0,0.0261,0,0,0
REC_3032,0,0.4398,1,0,0
REC_3033,0,0.0408,0,0,0
REC_3034,0,0.0330,0,0,0
REC_3035,0,0.0365,0,0,0
REC_3036,0,0.2913,0,0,0
REC_3037,1,0.5862,1,1,0
REC_3038,0,0.0598,0,0,0
REC_3039,0,0.0365,0,0,0
REC_3040,0,0.0317,0,0,0
REC_3041,0,0.3881,0,0,0
REC_3042,0,0.0397,0,0,0
REC_3043,0,0.0016,0,0,0
REC_3044,0,0.3645,1,0,0
REC_3045,0,0.0465,0,0,0
REC_3046,0,0.0298,0,0,0
REC_3047,0,0.0300,0,0,0
REC_3048,0,0.1342,0,0,0
REC_3049,0,0.0591,0,0,0
REC_3050,0,0.0146,0,0,0
REC_3051,0,0.0333,0,0,0
REC_3052,0,0.0079,0,0,0
REC_3053,0,0.0326,0,0,0
REC_3054,0,0.0529,0,0,0
REC_3055,0,0.0891,0,0,0
REC_3056,0,0.0224,0,0,0
REC_3057,0,0.0323,0,0,0
REC_3058,0,0.0461,0,0,0
REC_3059,0,0.0010,0,0,0
REC_3060,0,0.0319,0,0,0
REC_3061,0,0.1498,0,0,0
REC_3062,0,0.0312,0,0,0
REC_3063,0,0.0367,0,0,0
REC_3064,0,0.0576,0,0,0
REC_3065,0,0.0429,0,0,0
REC_3066,0,0.0290,0,0,0
REC_3067,0,0.0728,0,0,0
REC_3068,0,0.0137,0,0,0
REC_3069,0,0.0139,0,0,0
REC_3070,0,0.0121,0,0,0
REC_3071,0,0.0127,0,0,0
REC_3072,0,0.0094,0,0,0
REC_3073,0,0.0092,0,0,0
REC_3074,0,0.2036,0,0,0
REC_3075,0,0.0659,0,0,0
REC_3076,0,0.0069,0,0,0
REC_3077,0,0.0339,0,0,0
REC_3078,0,0.0359,0,0,0
REC_3079,0,0.0359,0,0,0
REC_3080,0,0.0359,0,0,0
REC_3081,0,0.0076,0,0,0
REC_3082,0,0.0359,0,0,0
REC_3083,0,0.0359,0,0,0
REC_3084,0,0.0475,0,0,0
REC_3085,0,0.0300,0,0,0
REC_3086,0,0.0091,0,0,0
REC_3087,0,0.0314,0,0,0
REC_3088,0,0.0036,0,0,0
REC_3089,0,0.0666,0,0,0
REC_3090,0,0.0160,0,0,0
REC_3091,0,0.1522,0,0,0
REC_3092,0,0.0284,0,0,0
REC_3093,0,0.0359,0,0,0
REC_3094,0,0.0336,0,0,0
REC_3095,0,0.0682,0,0,0
REC_3096,0,0.0121,0,0,0
REC_3097,0,0.0240,0,0,0
REC_3098,0,0.0412,0,0,0
REC_3099,0,0.0222,0,0,0
REC_3100,0,0.0359,0,0,0
REC_3101,0,0.0359,0,0,0
REC_3102,0,0.0404,0,0,0
REC_3103,0,0.0359,0,0,0
REC_3104,0,0.0740,0,0,0
REC_3105,1,0.5191,1,1,0
REC_3106,0,0.0740,0,0,0
REC_3107,0,0.0359,0,0,0
REC_3108,1,0.8054,1,1,0
REC_3109,0,0.0359,0,0,0
REC_3110,0,0.0311,0,0,0
REC_3111,0,0.0236,0,0,0
REC_3112,0,0.0310,0,0,0
REC_3113,0,0.1476,0,0,0
REC_3114,0,0.0979,0,0,0
REC_3115,0,0.0043,0,0,0
REC_3116,0,0.0523,0,0,0
REC_3117,0,0.0359,0,0,0
REC_3118,0,0.0328,0,0,0
REC_3119,0,0.0359,0,0,0
REC_3120,0,0.0359,0,0,0
REC_3121,0,0.0359,0,0,0
REC_3122,0,0.0359,0,0,0
REC_3123,0,0.0359,0,0,0
REC_3124,0,0.0740,0,0,0
REC_3125,0,0.0740,0,0,0
REC_3126,0,0.0359,0,0,0
REC_3127,0,0.0359,0,0,0
REC_3128,0,0.0359,0,0,0
REC_3129,0,0.0359,0,0,0
REC_3130,0,0.0359,0,0,0
REC_3131,0,0.0359,0,0,0
REC_3132,0,0.0359,0,0,0
REC_3133,0,0.0359,0,0,0
REC_3134,0,0.0359,0,0,0
REC_3135,0,0.0359,0,0,0
REC_3136,0,0.0218,0,0,0
REC_3137,0,0.0359,0,0,0
REC_3138,0,0.0359,0,0,0
REC_3139,0,0.0359,0,0,0
REC_3140,0,0.0359,0,0,0
REC_3141,0,0.0359,0,0,0
REC_3142,0,0.0359,0,0,0
REC_3143,0,0.0359,0,0,0
REC_3144,0,0.0359,0,0,0
REC_3145,0,0.0590,0,0,0
REC_3146,0,0.0843,0,0,0
REC_3147,0,0.0768,0,0,0
REC_3148,0,0.0440,0,0,0
REC_3149,0,0.0143,0,0,0
REC_3150,0,0.2651,1,0,0
REC_3151,0,0.0042,0,0,0
REC_3152,0,0.0370,0,0,0
REC_3153,0,0.0285,0,0,0
REC_3154,0,0.0842,0,0,0
REC_3155,0,0.1268,0,0,0
REC_3156,0,0.1042,0,0,0
REC_3157,0,0.0299,0,0,0
REC_3158,0,0.0260,0,0,0
REC_3159,0,0.0142,0,0,0
REC_3160,0,0.0103,0,0,0
REC_3161,0,0.0220,0,0,0
REC_3162,0,0.0094,0,0,0
REC_3163,0,0.0342,0,0,0
REC_3164,0,0.0863,0,0,0
REC_3165,0,0.3827,1,0,0
REC_3166,0,0.0331,0,0,0
REC_3167,0,0.0044,0,0,0
REC_3168,0,0.0094,0,0,0
REC_3169,0,0.0478,0,0,0
REC_3170,0,0.0654,0,0,0
REC_3171,0,0.0356,0,0,0
REC_3172,0,0.0382,0,0,0
REC_3173,0,0.0290,0,0,0
REC_3174,0,0.0615,0,0,0
REC_3175,0,0.0094,0,0,0
REC_3176,0,0.0362,0,0,0
REC_3177,0,0.0425,0,0,0
REC_3178,0,0.0961,0,0,0
REC_3179,0,0.0869,0,0,0
REC_3180,0,0.1042,0,0,0
REC_3181,0,0.0426,0,0,0
REC_3182,0,0.0338,0,0,0
REC_3183,0,0.1058,0,0,0
REC_3184,0,0.1538,0,0,0
REC_3185,0,0.0721,0,0,0
REC_3186,0,0.0465,0,0,0
REC_3187,0,0.0143,0,0,0
REC_3188,0,0.0278,0,0,0
REC_3189,0,0.0295,0,0,0
REC_3190,0,0.0824,0,0,0
REC_3191,0,0.0591,0,0,0
REC_3192,0,0.0268,0,0,0
REC_3193,0,0.1897,0,0,0
REC_3194,0,0.4864,1,0,0
REC_3195,0,0.0059,0,0,0
REC_3196,0,0.1797,0,0,0
REC_3197,0,0.1046,0,0,0
REC_3198,0,0.0021,0,0,0
REC_3199,0,0.0589,0,0,0
REC_3200,0,0.0601,0,0,0
REC_3201,0,0.0601,0,0,0
REC_3202,0,0.0193,0,0,0
REC_3203,0,0.0206,0,0,0
REC_3204,0,0.0056,0,0,0
REC_3205,0,0.0353,0,0,0
REC_3206,0,0.5882,1,0,0
REC_3207,0,0.0698,0,0,0
REC_3208,0,0.0632,0,0,0
REC_3209,0,0.0496,0,0,0
REC_3210,0,0.0547,0,0,0
REC_3211,0,0.0107,0,0,0
REC_3212,0,0.0213,0,0,0
REC_3213,0,0.1941,0,0,0
REC_3214,0,0.2119,0,0,0
REC_3215,0,0.1515,0,0,0
REC_3216,0,0.0362,0,0,0
REC_3217,0,0.0356,0,0,0
REC_3218,0,0.0232,0,0,0
REC_3219,0,0.0294,0,0,0
REC_3220,0,0.0273,0,0,0
REC_3221,0,0.0701,0,0,0
REC_3222,0,0.0017,0,0,0
REC_3223,0,0.0073,0,0,0
REC_3224,0,0.0179,0,0,0
REC_3225,0,0.3366,1,0,0
REC_3226,0,0.0034,0,0,0
REC_3227,0,0.0289,0,0,0
REC_3228,0,0.0066,0,0,0
REC_3229,0,0.0313,0,0,0
REC_3230,0,0.0167,0,0,0
REC_3231,0,0.0990,0,0,0
REC_3232,0,0.0208,0,0,0
REC_3233,0,0.1098,0,0,0
REC_3234,0,0.0066,0,0,0
REC_3235,0,0.1018,0,0,0
REC_3236,0,0.0156,0,0,0
REC_3237,0,0.0153,0,0,0
REC_3238,0,0.0290,0,0,0
REC_3239,0,0.0218,0,0,0
REC_3240,0,0.0286,0,0,0
REC_3241,0,0.0311,0,0,0
REC_3242,0,0.1308,0,0,0
REC_3243,0,0.0297,0,0,0
REC_3244,0,0.0266,0,0,0
REC_3245,0,0.0268,0,0,0
REC_3246,0,0.0345,0,0,0
REC_3247,0,0.0037,0,0,0
REC_3248,0,0.0378,0,0,0
REC_3249,0,0.0632,0,0,0
REC_3250,0,0.0492,0,0,0
REC_3251,0,0.0262,0,0,0
REC_3252,0,0.0694,0,0,0
REC_3253,0,0.0076,0,0,0
REC_3254,0,0.0289,0,0,0
REC_3255,0,0.0202,0,0,0
REC_3256,0,0.0268,0,0,0
REC_3257,0,0.0203,0,0,0
REC_3258,0,0.0574,0,0,0
REC_3259,0,0.0446,0,0,0
REC_3260,0,0.0581,0,0,0
REC_3261,0,0.0509,0,0,0
REC_3262,0,0.0102,0,0,0
REC_3263,0,0.0167,0,0,0
REC_3264,0,0.0140,0,0,0
REC_3265,0,0.0104,0,0,0
REC_3266,0,0.0036,0,0,0
REC_3267,0,0.0334,0,0,0
REC_3268,0,0.0008,0,0,0
REC_3269,0,0.0059,0,0,0
REC_3270,1,0.5475,1,1,0
REC_3271,0,0.1253,0,0,0
REC_3272,0,0.0268,0,0,0
REC_3273,0,0.4381,1,0,0
REC_3274,0,0.0193,0,0,0
REC_3275,1,0.8200,1,1,1
REC_3276,1,0.8200,1,1,1
REC_3277,0,0.1018,0,0,0
REC_3278,0,0.0153,0,0,0
REC_3279,0,0.0093,0,0,0
REC_3280,0,0.0025,0,0,0
REC_3281,0,0.0058,0,0,0
REC_3282,0,0.0158,0,0,0
REC_3283,0,0.0207,0,0,0
REC_3284,0,0.0313,0,0,0
REC_3285,0,0.0075,0,0,0
REC_3286,0,0.0263,0,0,0
REC_3287,0,0.0286,0,0,0
REC_3288,0,0.0310,0,0,0
REC_3289,0,0.2726,0,0,0
REC_3290,0,0.0445,0,0,0
REC_3291,0,0.0215,0,0,0
REC_3292,0,0.0262,0,0,0
REC_3293,0,0.0146,0,0,0
REC_3294,0,0.0373,0,0,0
REC_3295,0,0.0088,0,0,0
REC_3296,0,0.0040,0,0,0
REC_3297,0,0.1888,0,0,0
REC_3298,0,0.0590,0,0,0
REC_3299,0,0.4503,1,0,0
REC_3300,0,0.0279,0,0,0
REC_3301,0,0.0278,0,0,0
REC_3302,0,0.1774,0,0,0
REC_3303,0,0.0268,0,0,0
REC_3304,0,0.0128,0,0,0
REC_3305,0,0.0108,0,0,0
REC_3306,0,0.0730,0,0,0
REC_3307,0,0.1903,0,0,0
REC_3308,0,0.4954,1,0,0
REC_3309,1,0.7694,1,1,0
REC_3310,0,0.2729,0,0,0
REC_3311,0,0.0609,0,0,0
REC_3312,0,0.4212,1,0,0
