record_id,timestamp_received,logistic,svm,rf,vote,confidence,true_label
REC_3472,2026-05-10T16:45:52.538156,0,0,0,0,0.0078,0
REC_3473,2026-05-10T16:45:52.589049,0,0,0,0,0.0721,0
REC_3474,2026-05-10T16:45:52.639872,0,0,0,0,0.0272,0
REC_3475,2026-05-10T16:45:52.693315,0,0,0,0,0.0141,0
REC_3476,2026-05-10T16:45:52.741228,0,0,0,0,0.0073,0
REC_3477,2026-05-10T16:45:52.793973,0,0,0,0,0.0056,0
REC_3478,2026-05-10T16:45:52.842540,0,0,0,0,0.0021,0
REC_3479,2026-05-10T16:45:52.893356,0,0,0,0,0.0272,0
REC_3480,2026-05-10T16:45:52.944108,0,0,0,0,0.1081,0
REC_3481,2026-05-10T16:45:52.995109,0,0,0,0,0.0198,0
REC_3482,2026-05-10T16:45:53.045588,0,0,0,0,0.0083,0
REC_3483,2026-05-10T16:45:53.096535,0,0,0,0,0.0106,0
REC_3484,2026-05-10T16:45:53.147662,0,0,0,0,0.0872,0
REC_3485,2026-05-10T16:45:53.198604,0,0,0,0,0.1200,0
REC_3486,2026-05-10T16:45:53.249305,0,0,0,0,0.0742,0
REC_3487,2026-05-10T16:45:53.300905,0,0,0,0,0.1153,0
REC_3488,2026-05-10T16:45:53.350342,0,0,0,0,0.1992,0
REC_3489,2026-05-10T16:45:53.401048,0,0,0,0,0.0007,0
REC_3490,2026-05-10T16:45:53.454822,0,0,0,0,0.0268,0
REC_3491,2026-05-10T16:45:53.502902,0,0,0,0,0.0087,0
REC_3492,2026-05-10T16:45:53.554868,0,0,0,0,0.0036,0
REC_3493,2026-05-10T16:45:53.605805,0,0,0,0,0.0061,0
REC_3494,2026-05-10T16:45:53.655932,0,0,0,0,0.0128,0
REC_3495,2026-05-10T16:45:53.712879,0,0,0,0,0.0797,0
REC_3496,2026-05-10T16:45:53.757692,0,0,0,0,0.0014,0
REC_3497,2026-05-10T16:45:53.808387,0,0,0,0,0.0019,0
REC_3498,2026-05-10T16:45:53.859557,0,0,0,0,0.0217,0
REC_3499,2026-05-10T16:45:53.910498,0,0,0,0,0.2337,0
REC_3500,2026-05-10T16:45:53.961567,0,0,0,0,0.2337,0
REC_3501,2026-05-10T16:45:54.012632,0,0,0,0,0.0176,0
REC_3502,2026-05-10T16:45:54.065201,0,0,0,0,0.0453,0
REC_3503,2026-05-10T16:45:54.114147,0,0,0,0,0.0964,0
REC_3504,2026-05-10T16:45:54.165049,0,0,0,0,0.0489,0
REC_3505,2026-05-10T16:45:54.215818,0,0,0,0,0.0649,0
REC_3506,2026-05-10T16:45:54.266474,0,0,0,0,0.0490,0
REC_3507,2026-05-10T16:45:54.317480,0,0,0,0,0.0186,0
REC_3508,2026-05-10T16:45:54.368284,0,0,0,0,0.0382,0
REC_3509,2026-05-10T16:45:54.419283,0,0,0,0,0.0161,0
REC_3510,2026-05-10T16:45:54.470326,0,0,0,0,0.0574,0
REC_3511,2026-05-10T16:45:54.521423,0,0,0,0,0.0010,0
REC_3512,2026-05-10T16:45:54.572119,0,0,0,0,0.0284,0
REC_3513,2026-05-10T16:45:54.622809,0,0,0,0,0.1193,0
REC_3514,2026-05-10T16:45:54.673533,0,0,0,0,0.0773,0
REC_3515,2026-05-10T16:45:54.724019,0,0,0,0,0.0054,0
REC_3516,2026-05-10T16:45:54.774422,0,0,0,0,0.0054,0
REC_3517,2026-05-10T16:45:54.825598,0,0,0,0,0.0043,0
REC_3518,2026-05-10T16:45:54.875943,0,0,0,0,0.0746,0
REC_3519,2026-05-10T16:45:54.928768,0,0,0,0,0.2445,0
REC_3520,2026-05-10T16:45:54.980753,0,0,0,0,0.0024,0
REC_3521,2026-05-10T16:45:55.030356,0,0,0,0,0.0080,0
REC_3522,2026-05-10T16:45:55.081905,0,0,0,0,0.0066,0
REC_3523,2026-05-10T16:45:55.129133,0,0,0,0,0.0143,0
REC_3524,2026-05-10T16:45:55.180512,0,0,0,0,0.0362,0
REC_3525,2026-05-10T16:45:55.231149,0,0,0,0,0.3954,0
REC_3526,2026-05-10T16:45:55.281850,0,0,0,0,0.0702,0
REC_3527,2026-05-10T16:45:55.332721,0,0,0,0,0.0924,0
REC_3528,2026-05-10T16:45:55.383435,0,0,0,0,0.0141,0
REC_3529,2026-05-10T16:45:55.434460,0,0,0,0,0.2066,0
REC_3530,2026-05-10T16:45:55.485461,0,0,0,0,0.0500,0
REC_3531,2026-05-10T16:45:55.536425,0,0,0,0,0.0269,0
REC_3532,2026-05-10T16:45:55.587249,0,0,0,0,0.0556,0
REC_3533,2026-05-10T16:45:55.637963,0,0,0,0,0.0158,0
REC_3534,2026-05-10T16:45:55.690971,0,0,0,0,0.0211,0
REC_3535,2026-05-10T16:45:55.739967,0,0,0,0,0.0302,0
REC_3536,2026-05-10T16:45:55.791169,0,0,0,0,0.0039,0
REC_3537,2026-05-10T16:45:55.842232,0,0,0,0,0.1097,0
REC_3538,2026-05-10T16:45:55.893075,0,0,0,0,0.0591,0
REC_3539,2026-05-10T16:45:55.944074,0,0,0,0,0.0363,0
REC_3540,2026-05-10T16:45:55.996529,0,0,0,0,0.0226,0
REC_3541,2026-05-10T16:45:56.046863,0,0,0,0,0.0238,0
REC_3542,2026-05-10T16:45:56.098619,0,0,0,0,0.0725,0
REC_3543,2026-05-10T16:45:56.147710,0,0,0,0,0.0349,0
REC_3544,2026-05-10T16:45:56.198574,0,0,0,0,0.0305,0
REC_3545,2026-05-10T16:45:56.249683,0,0,0,0,0.0827,0
REC_3546,2026-05-10T16:45:56.301541,0,0,0,0,0.0858,0
REC_3547,2026-05-10T16:45:56.351183,0,0,0,0,0.1494,0
REC_3548,2026-05-10T16:45:56.402186,0,0,0,0,0.0087,0
REC_3549,2026-05-10T16:45:56.455759,0,0,0,0,0.0314,0
REC_3550,2026-05-10T16:45:56.504382,0,0,0,0,0.0410,0
REC_3551,2026-05-10T16:45:56.557130,1,1,0,1,0.5699,0
REC_3552,2026-05-10T16:45:56.605836,0,0,0,0,0.0421,0
REC_3553,2026-05-10T16:45:56.656537,0,0,0,0,0.1684,0
REC_3554,2026-05-10T16:45:56.707460,0,0,0,0,0.0438,0
REC_3555,2026-05-10T16:45:56.758173,0,0,0,0,0.0305,0
REC_3556,2026-05-10T16:45:56.809134,0,0,0,0,0.0198,0
REC_3557,2026-05-10T16:45:56.861759,0,0,0,0,0.0860,0
REC_3558,2026-05-10T16:45:56.910605,0,0,0,0,0.0923,0
REC_3559,2026-05-10T16:45:56.961470,0,0,0,0,0.0291,0
REC_3560,2026-05-10T16:45:57.012266,0,0,0,0,0.0088,0
REC_3561,2026-05-10T16:45:57.062798,0,0,0,0,0.0268,0
REC_3562,2026-05-10T16:45:57.113548,0,0,0,0,0.0264,0
REC_3563,2026-05-10T16:45:57.167055,0,0,0,0,0.0371,0
REC_3564,2026-05-10T16:45:57.219576,0,0,0,0,0.0107,0
REC_3565,2026-05-10T16:45:57.268480,0,0,0,0,0.0800,0
REC_3566,2026-05-10T16:45:57.316820,0,0,0,0,0.0081,0
REC_3567,2026-05-10T16:45:57.367602,1,0,0,0,0.3366,0
REC_3568,2026-05-10T16:45:57.418290,0,0,0,0,0.0181,0
REC_3569,2026-05-10T16:45:57.469147,0,0,0,0,0.0081,0
REC_3570,2026-05-10T16:45:57.520008,0,0,0,0,0.0514,0
REC_3571,2026-05-10T16:45:57.571171,0,0,0,0,0.0343,0
REC_3572,2026-05-10T16:45:57.622063,0,0,0,0,0.0085,0
REC_3573,2026-05-10T16:45:57.673015,0,0,0,0,0.0705,0
REC_3574,2026-05-10T16:45:57.724031,0,0,0,0,0.1654,0
REC_3575,2026-05-10T16:45:57.775224,0,0,0,0,0.0073,0
REC_3576,2026-05-10T16:45:57.826261,0,0,0,0,0.0105,0
REC_3577,2026-05-10T16:45:57.877073,0,0,0,0,0.0590,0
REC_3578,2026-05-10T16:45:57.927944,0,0,0,0,0.0066,0
REC_3579,2026-05-10T16:45:57.978800,0,0,0,0,0.0100,0
REC_3580,2026-05-10T16:45:58.029589,0,0,0,0,0.0038,0
REC_3581,2026-05-10T16:45:58.080650,0,0,0,0,0.0330,0
REC_3582,2026-05-10T16:45:58.131260,0,0,0,0,0.0066,0
REC_3583,2026-05-10T16:45:58.182424,0,0,0,0,0.0066,0
REC_3584,2026-05-10T16:45:58.233227,0,0,0,0,0.0066,0
REC_3585,2026-05-10T16:45:58.285985,0,0,0,0,0.0590,0
REC_3586,2026-05-10T16:45:58.334699,0,0,0,0,0.0066,0
REC_3587,2026-05-10T16:45:58.385647,0,0,0,0,0.0172,0
REC_3588,2026-05-10T16:45:58.436472,0,0,0,0,0.0066,0
REC_3589,2026-05-10T16:45:58.486975,0,0,0,0,0.0066,0
REC_3590,2026-05-10T16:45:58.537818,0,0,0,0,0.0043,0
REC_3591,2026-05-10T16:45:58.588989,0,0,0,0,0.0066,0
REC_3592,2026-05-10T16:45:58.639819,0,0,0,0,0.0066,0
REC_3593,2026-05-10T16:45:58.690614,0,0,0,0,0.0591,0
REC_3594,2026-05-10T16:45:58.741411,0,0,0,0,0.0590,0
REC_3595,2026-05-10T16:45:58.792511,0,0,0,0,0.0066,0
REC_3596,2026-05-10T16:45:58.843656,0,0,0,0,0.0066,0
REC_3597,2026-05-10T16:45:58.897361,0,0,0,0,0.0066,0
REC_3598,2026-05-10T16:45:58.945291,0,0,0,0,0.0066,0
REC_3599,2026-05-10T16:45:58.996487,0,0,0,0,0.0066,0
REC_3600,2026-05-10T16:45:59.047298,0,0,0,0,0.0590,0
REC_3601,2026-05-10T16:45:59.098231,0,0,0,0,0.0412,0
REC_3602,2026-05-10T16:45:59.148672,0,0,0,0,0.0066,0
REC_3603,2026-05-10T16:45:59.199659,0,0,0,0,0.0066,0
REC_3604,2026-05-10T16:45:59.250610,0,0,0,0,0.0590,0
REC_3605,2026-05-10T16:45:59.301675,0,0,0,0,0.1045,0
REC_3606,2026-05-10T16:45:59.352248,0,0,0,0,0.0591,0
REC_3607,2026-05-10T16:45:59.402826,0,0,0,0,0.0590,0
REC_3608,2026-05-10T16:45:59.456268,0,0,0,0,0.0066,0
REC_3609,2026-05-10T16:45:59.504323,0,0,0,0,0.0066,0
REC_3610,2026-05-10T16:45:59.557557,0,0,0,0,0.0591,0
REC_3611,2026-05-10T16:45:59.606293,0,0,0,0,0.0060,0
REC_3612,2026-05-10T16:45:59.657202,0,0,0,0,0.0066,0
REC_3613,2026-05-10T16:45:59.708255,0,0,0,0,0.0112,0
REC_3614,2026-05-10T16:45:59.759536,0,0,0,0,0.0611,0
REC_3615,2026-05-10T16:45:59.810219,0,0,0,0,0.0066,0
REC_3616,2026-05-10T16:45:59.861131,0,0,0,0,0.0469,0
REC_3617,2026-05-10T16:45:59.911575,0,0,0,0,0.0961,0
REC_3618,2026-05-10T16:45:59.962457,0,0,0,0,0.0066,0
REC_3619,2026-05-10T16:46:00.015052,0,0,0,0,0.0590,0
REC_3620,2026-05-10T16:46:00.063968,0,0,0,0,0.0066,0
REC_3621,2026-05-10T16:46:00.115112,0,0,0,0,0.0066,0
REC_3622,2026-05-10T16:46:00.165531,0,0,0,0,0.0066,0
REC_3623,2026-05-10T16:46:00.216487,0,0,0,0,0.0066,0
REC_3624,2026-05-10T16:46:00.268564,0,0,0,0,0.0591,0
REC_3625,2026-05-10T16:46:00.318001,0,0,0,0,0.0066,0
REC_3626,2026-05-10T16:46:00.370811,0,0,0,0,0.0066,0
REC_3627,2026-05-10T16:46:00.419239,0,0,0,0,0.0066,0
REC_3628,2026-05-10T16:46:00.469869,0,0,0,0,0.0066,0
REC_3629,2026-05-10T16:46:00.523390,0,0,0,0,0.0066,0
REC_3630,2026-05-10T16:46:00.573096,0,0,0,0,0.0066,0
REC_3631,2026-05-10T16:46:00.621632,0,0,0,0,0.0066,0
REC_3632,2026-05-10T16:46:00.672497,0,0,0,0,0.0611,0
REC_3633,2026-05-10T16:46:00.723121,0,0,0,0,0.0066,0
REC_3634,2026-05-10T16:46:00.776753,0,0,0,0,0.0289,0
REC_3635,2026-05-10T16:46:00.824398,0,0,0,0,0.0590,0
REC_3636,2026-05-10T16:46:00.876685,0,0,0,0,0.0799,0
REC_3637,2026-05-10T16:46:00.925924,0,0,0,0,0.0044,0
REC_3638,2026-05-10T16:46:00.981312,0,0,0,0,0.0044,0
REC_3639,2026-05-10T16:46:01.029384,0,0,0,0,0.0591,0
REC_3640,2026-05-10T16:46:01.079189,0,0,0,0,0.0066,0
REC_3641,2026-05-10T16:46:01.129742,0,0,0,0,0.0066,0
REC_3642,2026-05-10T16:46:01.180420,0,0,0,0,0.0066,0
REC_3643,2026-05-10T16:46:01.231084,0,0,0,0,0.0066,0
REC_3644,2026-05-10T16:46:01.282746,0,0,0,0,0.0066,0
REC_3645,2026-05-10T16:46:01.332246,0,0,0,0,0.0066,0
REC_3646,2026-05-10T16:46:01.382753,0,0,0,0,0.0066,0
REC_3647,2026-05-10T16:46:01.441653,0,0,0,0,0.0066,0
REC_3648,2026-05-10T16:46:01.489066,0,0,0,0,0.0066,0
REC_3649,2026-05-10T16:46:01.537264,0,0,0,0,0.0066,0
REC_3650,2026-05-10T16:46:01.587503,0,0,0,0,0.0066,0
REC_3651,2026-05-10T16:46:01.638342,0,0,0,0,0.0066,0
REC_3652,2026-05-10T16:46:01.691155,0,0,0,0,0.0066,0
REC_3653,2026-05-10T16:46:01.741531,0,0,0,0,0.0066,0
REC_3654,2026-05-10T16:46:01.792972,0,0,0,0,0.0066,0
REC_3655,2026-05-10T16:46:01.841842,0,0,0,0,0.0066,0
REC_3656,2026-05-10T16:46:01.892753,0,0,0,0,0.0066,0
REC_3657,2026-05-10T16:46:01.943213,0,0,0,0,0.0066,0
REC_3658,2026-05-10T16:46:01.995812,0,0,0,0,0.0066,0
REC_3659,2026-05-10T16:46:02.045163,0,0,0,0,0.0161,0
REC_3660,2026-05-10T16:46:02.095782,0,0,0,0,0.0066,0
REC_3661,2026-05-10T16:46:02.146561,0,0,0,0,0.0066,0
REC_3662,2026-05-10T16:46:02.197734,0,0,0,0,0.0066,0
REC_3663,2026-05-10T16:46:02.248567,0,0,0,0,0.0066,0
REC_3664,2026-05-10T16:46:02.299741,0,0,0,0,0.0066,0
REC_3665,2026-05-10T16:46:02.351125,0,0,0,0,0.0590,0
REC_3666,2026-05-10T16:46:02.402193,0,0,0,0,0.0590,0
REC_3667,2026-05-10T16:46:02.452931,0,0,0,0,0.0657,0
REC_3668,2026-05-10T16:46:02.503827,0,0,0,0,0.0066,0
REC_3669,2026-05-10T16:46:02.554580,0,0,0,0,0.0066,0
REC_3670,2026-05-10T16:46:02.605646,0,0,0,0,0.0066,0
REC_3671,2026-05-10T16:46:02.656573,0,0,0,0,0.0066,0
REC_3672,2026-05-10T16:46:02.707475,0,0,0,0,0.0362,0
REC_3673,2026-05-10T16:46:02.758339,0,0,0,0,0.0332,0
REC_3674,2026-05-10T16:46:02.809161,0,0,0,0,0.0320,0
REC_3675,2026-05-10T16:46:02.861906,0,0,0,0,0.0066,0
REC_3676,2026-05-10T16:46:02.910423,0,0,0,0,0.0594,0
REC_3677,2026-05-10T16:46:02.961721,0,0,0,0,0.0777,0
REC_3678,2026-05-10T16:46:03.012737,0,0,0,0,0.0590,0
REC_3679,2026-05-10T16:46:03.063483,0,0,0,0,0.0353,0
REC_3680,2026-05-10T16:46:03.114647,0,0,0,0,0.0590,0
REC_3681,2026-05-10T16:46:03.167705,0,0,0,0,0.0590,0
REC_3682,2026-05-10T16:46:03.217716,0,0,0,0,0.0590,0
REC_3683,2026-05-10T16:46:03.267086,0,0,0,0,0.0590,0
REC_3684,2026-05-10T16:46:03.317854,0,0,0,0,0.0590,0
REC_3685,2026-05-10T16:46:03.368735,0,0,0,0,0.0590,0
REC_3686,2026-05-10T16:46:03.419601,0,0,0,0,0.0590,0
REC_3687,2026-05-10T16:46:03.470191,0,0,0,0,0.0590,0
REC_3688,2026-05-10T16:46:03.521339,0,0,0,0,0.0590,0
REC_3689,2026-05-10T16:46:03.572155,0,0,0,0,0.0716,0
REC_3690,2026-05-10T16:46:03.623261,0,0,0,0,0.0282,0
REC_3691,2026-05-10T16:46:03.674063,0,0,0,0,0.0725,0
REC_3692,2026-05-10T16:46:03.724981,0,0,0,0,0.0851,0
REC_3693,2026-05-10T16:46:03.776051,0,0,0,0,0.0532,0
REC_3694,2026-05-10T16:46:03.827136,0,0,0,0,0.0359,0
REC_3695,2026-05-10T16:46:03.877967,0,0,0,0,0.0600,0
REC_3696,2026-05-10T16:46:03.930390,0,0,0,0,0.0283,0
REC_3697,2026-05-10T16:46:03.979305,0,0,0,0,0.0446,0
REC_3698,2026-05-10T16:46:04.033892,0,0,0,0,0.0180,0
REC_3699,2026-05-10T16:46:04.081600,0,0,0,0,0.0174,0
REC_3700,2026-05-10T16:46:04.131935,0,1,0,0,0.3478,0
REC_3701,2026-05-10T16:46:04.185234,0,0,0,0,0.0160,0
REC_3702,2026-05-10T16:46:04.235141,0,0,0,0,0.0355,0
REC_3703,2026-05-10T16:46:04.292120,0,0,0,0,0.0435,0
REC_3704,2026-05-10T16:46:04.336893,0,0,0,0,0.0298,0
REC_3705,2026-05-10T16:46:04.392209,0,0,0,0,0.0135,0
REC_3706,2026-05-10T16:46:04.443261,0,0,0,0,0.0729,0
REC_3707,2026-05-10T16:46:04.492504,0,0,0,0,0.0434,0
REC_3708,2026-05-10T16:46:04.541805,0,0,0,0,0.0177,0
REC_3709,2026-05-10T16:46:04.592565,0,0,0,0,0.0300,0
REC_3710,2026-05-10T16:46:04.644236,0,0,0,0,0.0392,0
REC_3711,2026-05-10T16:46:04.698774,0,0,0,0,0.1024,0
REC_3712,2026-05-10T16:46:04.746121,0,0,0,0,0.0214,0
REC_3713,2026-05-10T16:46:04.797040,0,0,0,0,0.0214,0
REC_3714,2026-05-10T16:46:04.848299,0,0,0,0,0.0437,0
REC_3715,2026-05-10T16:46:04.906665,0,0,0,0,0.0040,0
REC_3716,2026-05-10T16:46:04.954362,0,0,0,0,0.0168,0
REC_3717,2026-05-10T16:46:05.001564,0,0,0,0,0.0008,0
REC_3718,2026-05-10T16:46:05.052911,0,0,0,0,0.0143,0
REC_3719,2026-05-10T16:46:05.104098,0,0,0,0,0.0708,0
REC_3720,2026-05-10T16:46:05.155537,0,0,0,0,0.0590,0
REC_3721,2026-05-10T16:46:05.213622,0,0,0,0,0.0248,0
REC_3722,2026-05-10T16:46:05.259441,0,0,0,0,0.0166,0
REC_3723,2026-05-10T16:46:05.308085,0,0,0,0,0.0194,0
REC_3724,2026-05-10T16:46:05.359142,0,0,0,0,0.0105,0
REC_3725,2026-05-10T16:46:05.410261,0,0,0,0,0.0492,0
REC_3726,2026-05-10T16:46:05.463242,0,0,0,0,0.0994,0
REC_3727,2026-05-10T16:46:05.511685,1,0,0,0,0.2896,0
REC_3728,2026-05-10T16:46:05.562368,0,0,0,0,0.0248,0
REC_3729,2026-05-10T16:46:05.613299,0,0,0,0,0.1503,0
REC_3730,2026-05-10T16:46:05.664062,0,0,0,0,0.0878,0
REC_3731,2026-05-10T16:46:05.715001,0,0,0,0,0.1521,0
REC_3732,2026-05-10T16:46:05.767726,0,0,0,0,0.0005,0
REC_3733,2026-05-10T16:46:05.816395,0,0,0,0,0.0128,0
REC_3734,2026-05-10T16:46:05.867292,0,0,0,0,0.0357,0
REC_3735,2026-05-10T16:46:05.918029,0,0,0,0,0.0357,0
REC_3736,2026-05-10T16:46:05.968682,0,0,0,0,0.0355,0
REC_3737,2026-05-10T16:46:06.019452,0,0,0,0,0.0145,0
REC_3738,2026-05-10T16:46:06.072067,1,0,1,1,0.5343,0
REC_3739,2026-05-10T16:46:06.120859,0,0,0,0,0.0304,0
REC_3740,2026-05-10T16:46:06.171483,0,0,0,0,0.0262,0
REC_3741,2026-05-10T16:46:06.221987,0,0,0,0,0.0091,0
REC_3742,2026-05-10T16:46:06.274967,0,0,0,0,0.0150,0
REC_3743,2026-05-10T16:46:06.323302,0,0,0,0,0.0362,0
REC_3744,2026-05-10T16:46:06.374081,0,0,0,0,0.0313,0
REC_3745,2026-05-10T16:46:06.424489,0,0,0,0,0.0178,0
REC_3746,2026-05-10T16:46:06.475598,0,0,0,0,0.0017,0
REC_3747,2026-05-10T16:46:06.526469,0,0,0,0,0.0398,0
REC_3748,2026-05-10T16:46:06.579527,0,0,0,0,0.0167,0
REC_3749,2026-05-10T16:46:06.627888,0,0,0,0,0.0038,0
REC_3750,2026-05-10T16:46:06.678730,0,0,0,0,0.0313,0
REC_3751,2026-05-10T16:46:06.729605,0,0,0,0,0.0072,0
REC_3752,2026-05-10T16:46:06.780769,0,0,0,0,0.0291,0
REC_3753,2026-05-10T16:46:06.831729,0,0,0,0,0.0153,0
REC_3754,2026-05-10T16:46:06.884794,0,0,0,0,0.0313,0
REC_3755,2026-05-10T16:46:06.933685,0,0,0,0,0.0599,0
REC_3756,2026-05-10T16:46:06.985111,0,0,0,0,0.0148,0
REC_3757,2026-05-10T16:46:07.036045,0,0,0,0,0.2616,0
REC_3758,2026-05-10T16:46:07.088469,0,0,0,0,0.0301,0
REC_3759,2026-05-10T16:46:07.137527,0,0,0,0,0.0058,0
REC_3760,2026-05-10T16:46:07.190323,0,0,0,0,0.2480,0
REC_3761,2026-05-10T16:46:07.238711,0,0,0,0,0.0266,0
REC_3762,2026-05-10T16:46:07.289501,0,0,0,0,0.0231,0
REC_3763,2026-05-10T16:46:07.343905,0,0,0,0,0.0957,0
REC_3764,2026-05-10T16:46:07.391456,0,0,0,0,0.0123,0
REC_3765,2026-05-10T16:46:07.442441,1,0,0,0,0.3366,0
REC_3766,2026-05-10T16:46:07.495146,0,0,0,0,0.0590,0
REC_3767,2026-05-10T16:46:07.543833,0,0,0,0,0.0210,0
REC_3768,2026-05-10T16:46:07.595173,0,0,0,0,0.0271,0
REC_3769,2026-05-10T16:46:07.645631,0,0,0,0,0.0020,0
REC_3770,2026-05-10T16:46:07.696567,0,0,0,0,0.0239,0
REC_3771,2026-05-10T16:46:07.747447,0,0,0,0,0.0227,0
REC_3772,2026-05-10T16:46:07.798214,0,0,0,0,0.0359,0
REC_3773,2026-05-10T16:46:07.848616,0,0,0,0,0.0089,0
REC_3774,2026-05-10T16:46:07.899890,1,1,0,1,0.6959,0
REC_3775,2026-05-10T16:46:07.950923,0,0,0,0,0.0305,0
REC_3776,2026-05-10T16:46:08.003261,0,0,0,0,0.0527,0
REC_3777,2026-05-10T16:46:08.052704,0,0,0,0,0.0702,0
REC_3778,2026-05-10T16:46:08.103647,0,0,0,0,0.0299,0
REC_3779,2026-05-10T16:46:08.154054,0,0,0,0,0.0167,0
REC_3780,2026-05-10T16:46:08.205022,0,0,0,0,0.0214,0
REC_3781,2026-05-10T16:46:08.255808,0,0,0,0,0.0337,0
REC_3782,2026-05-10T16:46:08.306801,0,0,0,0,0.1108,0
REC_3783,2026-05-10T16:46:08.357444,1,0,0,0,0.2612,0
REC_3784,2026-05-10T16:46:08.409175,0,0,0,0,0.0326,0
REC_3785,2026-05-10T16:46:08.458623,0,0,0,0,0.0072,0
REC_3786,2026-05-10T16:46:08.512048,0,0,0,0,0.0545,0
REC_3787,2026-05-10T16:46:08.561846,0,0,0,0,0.0666,0
REC_3788,2026-05-10T16:46:08.612291,0,0,0,0,0.0351,0
REC_3789,2026-05-10T16:46:08.662212,0,0,0,0,0.0525,0
REC_3790,2026-05-10T16:46:08.712692,0,0,0,0,0.0606,0
REC_3791,2026-05-10T16:46:08.763737,0,0,0,0,0.1640,0
REC_3792,2026-05-10T16:46:08.814905,0,0,0,0,0.0142,0
REC_3793,2026-05-10T16:46:08.865691,0,0,0,0,0.0245,0
REC_3794,2026-05-10T16:46:08.917390,0,0,0,0,0.0528,0
REC_3795,2026-05-10T16:46:08.966935,0,0,0,0,0.0379,0
REC_3796,2026-05-10T16:46:09.017621,0,0,0,0,0.0328,0
REC_3797,2026-05-10T16:46:09.068763,0,0,0,0,0.0820,0
REC_3798,2026-05-10T16:46:09.119697,0,0,0,0,0.1683,0
REC_3799,2026-05-10T16:46:09.170426,0,0,0,0,0.1898,0
REC_3800,2026-05-10T16:46:09.223068,0,0,0,0,0.0097,0
REC_3801,2026-05-10T16:46:09.272842,0,0,0,0,0.1437,0
REC_3802,2026-05-10T16:46:09.323507,0,0,0,0,0.0851,0
REC_3803,2026-05-10T16:46:09.374637,0,0,0,0,0.1958,0
REC_3804,2026-05-10T16:46:09.425539,0,0,0,0,0.0681,0
REC_3805,2026-05-10T16:46:09.476558,0,0,0,0,0.0109,0
REC_3806,2026-05-10T16:46:09.528567,0,0,0,0,0.1986,0
REC_3807,2026-05-10T16:46:09.578343,0,0,0,0,0.0011,0
REC_3808,2026-05-10T16:46:09.629224,0,0,0,0,0.0070,0
REC_3809,2026-05-10T16:46:09.679964,0,0,0,0,0.0626,0
REC_3810,2026-05-10T16:46:09.731086,0,0,0,0,0.1197,0
REC_3811,2026-05-10T16:46:09.782266,1,0,0,0,0.3991,0
REC_3812,2026-05-10T16:46:09.832904,0,0,0,0,0.0098,0
REC_3813,2026-05-10T16:46:09.884124,0,0,0,0,0.0231,0
REC_3814,2026-05-10T16:46:09.934886,0,0,0,0,0.0147,0
REC_3815,2026-05-10T16:46:09.985581,0,0,0,0,0.0611,0
REC_3816,2026-05-10T16:46:10.036414,0,0,0,0,0.0163,0
REC_3817,2026-05-10T16:46:10.089364,0,0,0,0,0.0083,0
REC_3818,2026-05-10T16:46:10.138130,0,0,0,0,0.0427,0
REC_3819,2026-05-10T16:46:10.188760,0,0,0,0,0.0184,0
REC_3820,2026-05-10T16:46:10.239521,0,0,0,0,0.0400,0
REC_3821,2026-05-10T16:46:10.290614,0,0,0,0,0.0144,0
REC_3822,2026-05-10T16:46:10.341517,0,0,0,0,0.1601,0
REC_3823,2026-05-10T16:46:10.395012,0,0,0,0,0.0231,0
REC_3824,2026-05-10T16:46:10.443453,0,0,0,0,0.0297,0
REC_3825,2026-05-10T16:46:10.494579,0,0,0,0,0.0088,0
REC_3826,2026-05-10T16:46:10.545117,0,0,0,0,0.0442,0
REC_3827,2026-05-10T16:46:10.595682,0,0,0,0,0.1492,0
REC_3828,2026-05-10T16:46:10.649369,0,0,0,0,0.0273,0
REC_3829,2026-05-10T16:46:10.697531,0,0,0,0,0.0083,0
REC_3830,2026-05-10T16:46:10.750626,0,0,0,0,0.0004,0
REC_3831,2026-05-10T16:46:10.801511,0,0,0,0,0.0091,0
REC_3832,2026-05-10T16:46:10.849896,0,0,0,0,0.0381,0
REC_3833,2026-05-10T16:46:10.903887,0,0,0,0,0.0038,0
REC_3834,2026-05-10T16:46:10.951694,1,0,0,0,0.3557,0
REC_3835,2026-05-10T16:46:11.002466,1,0,0,0,0.4933,0
REC_3836,2026-05-10T16:46:11.053342,0,0,0,0,0.0339,0
REC_3837,2026-05-10T16:46:11.104221,0,0,0,0,0.0650,0
REC_3838,2026-05-10T16:46:11.155086,0,0,0,0,0.0385,0
REC_3839,2026-05-10T16:46:11.207878,0,0,0,0,0.0201,0
REC_3840,2026-05-10T16:46:11.256525,0,0,0,0,0.0269,0
REC_3841,2026-05-10T16:46:11.307073,0,0,0,0,0.0231,0
REC_3842,2026-05-10T16:46:11.357936,0,0,0,0,0.0320,0
REC_3843,2026-05-10T16:46:11.408441,0,0,0,0,0.0513,0
REC_3844,2026-05-10T16:46:11.459282,0,0,0,0,0.0497,0
REC_3845,2026-05-10T16:46:11.512289,0,0,0,0,0.0689,0
REC_3846,2026-05-10T16:46:11.562641,0,0,0,0,0.0446,0
REC_3847,2026-05-10T16:46:11.612527,0,0,0,0,0.0572,0
REC_3848,2026-05-10T16:46:11.662226,0,0,0,0,0.1099,0
